time,bus1.v_a,bus1.v_b,bus1.v_c,bus2.v_a,bus2.v_b,bus2.v_c,line1.i_a,line1.i_b,line1.i_c
0.017339999999999783,162.99110930313182,-44.168923702141505,-118.89405574886838,156.29233531012545,-51.112471918462901,-118.20438691541514,12.763241971883843,-10.573712874500064,-1.4708261521800385
0.017359999999999782,162.66004823510011,-42.939702474719887,-119.79210453811815,151.01957066891134,-49.755234499740311,-118.94403265398493,12.813945838420347,-10.520429795229518,-1.5759262561310425
0.017379999999999781,162.3213434701552,-41.708907983093468,-120.68421110997875,157.3042499390537,-53.145647098565348,-124.42737247328257,12.847881567038915,-10.457867460845501,-1.6722555651539257
0.01739999999999978,161.97483779883947,-40.476484192049128,-121.57019873706744,153.01592766333877,-50.07889003053392,-123.44949314779736,12.866825195214695,-10.387296147928613,-1.7610754041093195
0.017419999999999779,161.61605573802436,-39.240213369132718,-122.44772926735523,149.77940230305637,-46.358508420474124,-121.81383809233139,12.915720488583883,-10.33159432397732,-1.8652550867272113
0.017439999999999779,161.24967310364053,-38.002455314118059,-123.31904233286869,158.27767914054706,-47.448974641448395,-124.98471912869576,12.948004022401069,-10.267866722481767,-1.9618902673710803
0.017459999999999778,160.87570367571877,-36.763244947273762,-124.18405294776264,156.22959455543634,-42.450179002202205,-122.0619324880648,12.96375773569383,-10.196478029870775,-2.0513365986135415
0.017479999999999777,160.48959770537849,-35.520345078100547,-125.04040430700793,154.35283733698111,-37.051687209642708,-118.7349440557997,13.00868428867947,-10.140505390264375,-2.1566619905821511
0.017499999999999776,160.09590461341983,-34.276080816264106,-125.8903010649051,163.72142325224453,-37.173950782195881,-120.9240456576604,13.037505391643391,-10.077414569450676,-2.2553230461054712
0.017519999999999775,159.69478384115789,-33.030592727279135,-126.73376808251422,162.07586357661216,-32.082596148475993,-117.89476916947503,13.048844751250845,-10.006485720637741,-2.3465908069371721
0.017539999999999775,159.28160826383811,-31.781645098422153,-127.56844754456635,159.43568869538888,-27.146708273364837,-115.01610162492346,13.089212169582449,-9.9508166621172389,-2.4535537819193061
0.017559999999999774,158.86078734026003,-30.531528329093533,-128.3965125224868,167.47212799318731,-28.488146709511689,-118.40974387561373,13.11473277267781,-9.8882023884626573,-2.5539977235797746
0.017579999999999773,158.43263157992129,-29.280492002464026,-129.21809408039573,164.22821538624603,-25.309193159872244,-117.27788262452489,13.122553292829993,-9.816869475242294,-2.6461400230048806
0.017599999999999772,157.992447221715,-28.026286840858514,-130.03082632342716,159.23447544042955,-22.430155449314153,-116.44072970148993,13.159845476325405,-9.760017588919208,-2.7531709665580313
0.017619999999999771,157.54452018763388,-26.771153719906689,-130.83683119394121,164.9291964221822,-25.995784678506102,-122.04287858274704,13.183994591958347,-9.6959574200506875,-2.8533919283886209
0.01763999999999977,157.08933047008543,-25.515424944086497,-131.63632453798098,159.7766060380842,-25.040908647598812,-123.11906167845852,13.190464927332783,-9.6220857626023193,-2.9441904496426461
0.01765999999999977,156.62214826838945,-24.25681928700266,-132.42690875807992,152.85391507277146,-23.806966884000584,-123.91062448608592,13.226806157244523,-9.5619273811067309,-3.0490818488905904
0.017679999999999769,156.1471571278596,-22.997501548452856,-133.21063039085155,157.29423918157971,-28.496891604678233,-130.62034277498603,13.251443983206265,-9.4945606159515759,-3.1471350805858158
0.017699999999999768,155.66502448583046,-21.737864243467897,-133.98776757380585,151.88458739474976,-28.116789602933938,-132.25422760712294,13.257980092481692,-9.4167752369551536,-3.2351305980336384
0.017719999999999767,155.17100553971105,-20.475581460026522,-134.75587802850865,145.05267298124201,-26.510096603995148,-132.65562267899554,13.294133083351406,-9.3525521726241347,-3.3370398228017546
0.017739999999999766,154.66918591694278,-19.212730519650101,-135.51692364864434,150.39726952344517,-30.164976524299806,-138.31253671693719,13.319317418671798,-9.2818354806328696,-3.4327973618718999
